Age,Gender,Height_m,Weight_kg,BMI,Activity_Level,Label,Recommendation
38,0,1.6,45.71,17.85,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,1,1.77,65.97,21.06,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,0,1.57,72.82,29.54,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.93,117.06,31.43,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,1,1.57,62.93,25.53,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,0,1.74,60.3,19.92,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,0,1.44,45.34,21.86,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.65,71.27,26.18,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,1,1.73,59.66,19.93,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,1,1.84,62,18.31,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,0,1.77,50.29,16.05,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.78,107.86,34.04,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.66,71.57,25.97,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
55,0,1.43,42.24,20.66,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,0,1.96,91.45,23.81,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,1,1.89,88.68,24.82,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
27,0,1.82,65.04,19.64,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,0,1.93,93.47,25.09,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.88,55.82,15.79,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,0,1.41,39.53,19.88,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,1,1.84,60.05,17.74,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,1,1.76,54.96,17.74,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.95,57.12,15.02,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,0,1.54,71.35,30.08,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,1,1.93,57.46,15.43,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,1,1.52,39.95,17.29,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.52,41.57,17.99,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,0,1.61,45.47,17.54,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,0,1.46,46.38,21.76,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.59,74.79,29.58,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,1,1.5,45.41,20.18,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,1,1.47,36.78,17.02,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
54,0,1.84,90.23,26.65,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.98,123.42,31.48,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,0,1.98,68.98,17.6,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.84,93.22,27.53,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
37,1,1.63,86.02,32.38,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,0,1.7,75.47,26.12,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.63,55.53,20.9,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,0,1.42,38.48,19.08,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,0,1.78,91.42,28.85,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.88,83.11,23.51,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,0,1.92,83.84,22.74,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
25,1,1.74,73.44,24.26,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.75,53.84,17.58,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,1,1.6,42.64,16.66,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.88,63.16,17.87,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,1,1.6,89.18,34.84,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,1.67,64.05,22.97,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,1,1.48,53.61,24.48,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,1,1.46,32.38,15.19,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,0,1.54,55.16,23.26,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,0,1.51,56.25,24.67,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,0,1.74,57.45,18.97,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
55,1,1.42,32.73,16.23,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,1,1.44,31.59,15.23,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,0,1.97,125.94,32.45,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,1.46,41.42,19.43,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
52,0,1.41,60.02,30.19,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,1,1.49,59.33,26.72,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,0,1.94,80.4,21.36,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,1,1.81,56.47,17.24,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,0,1.96,80.34,20.91,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,1,1.73,69.36,23.17,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,0,1.49,34,15.31,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,1,1.92,115.33,31.29,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.45,61.06,29.04,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.79,107.97,33.7,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
53,0,1.72,83.59,28.26,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.54,63.88,26.94,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
45,0,1.86,118.08,34.13,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.65,43.37,15.93,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,0,1.71,44.7,15.29,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,0,1.55,77.89,32.42,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,1,1.73,80.08,26.76,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.61,64.25,24.79,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
55,1,1.91,72.03,19.74,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,0,1.68,44.91,15.91,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,0,1.47,35.7,16.52,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,1,1.58,54.2,21.71,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,1,1.48,49.63,22.66,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.57,81.17,32.93,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,1,1.67,97.15,34.83,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,0,1.5,39.11,17.38,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,1,1.62,42.99,16.38,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
58,0,1.8,55.32,17.07,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,0,1.78,49.62,15.66,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,1,1.51,63.75,27.96,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.5,57.18,25.42,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.78,52.61,16.6,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,1,1.7,58.99,20.41,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,0,1.73,89.53,29.91,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,1.74,48.29,15.95,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,0,1.83,67.12,20.04,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,1,1.51,35.66,15.64,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,1,1.87,71.88,20.56,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,1,1.64,66.76,24.82,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,0,1.7,76.94,26.62,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,1,1.95,63.04,16.58,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
36,0,1.96,68.83,17.92,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
19,0,1.68,70.61,25.02,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,1,1.75,51.06,16.67,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,0,1.81,102.56,31.31,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,1,1.82,91.01,27.48,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,1,1.82,66.48,20.07,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,1,1.43,42.45,20.76,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,1,1.55,41.21,17.15,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,1,1.88,81.59,23.08,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,0,1.94,67.18,17.85,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,1,1.84,66.72,19.71,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,1,1.88,63.78,18.05,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
44,1,1.42,62.67,31.08,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,1,2,99.35,24.84,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,1,1.74,79.44,26.24,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,1,1.48,46.94,21.43,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,0,1.44,70.54,34.02,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,0,1.84,57.4,16.96,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,1,1.65,64.71,23.77,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.83,104.42,31.18,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,1,1.45,55.43,26.36,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.51,62.05,27.21,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
49,0,1.58,49.56,19.85,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,0,1.65,41.25,15.15,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
25,1,1.42,40.7,20.18,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,0,1.52,58.58,25.36,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,1,1.79,95.06,29.67,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,1,1.82,58.09,17.54,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
25,1,1.61,45.69,17.63,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,1,1.75,100.24,32.73,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
24,1,1.52,73.5,31.81,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,0,1.51,38.7,16.97,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,1,1.85,51.62,15.08,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,0,1.84,108.07,31.92,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,1.72,64.41,21.77,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,0,1.59,79.58,31.48,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,0,2,73.26,18.31,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,1,1.72,45.83,15.49,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,1,1.96,123.01,32.02,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,0,1.59,37.92,15,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,1,1.9,62.14,17.21,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,1,1.88,66.6,18.84,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,0,1.78,87.8,27.71,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,0,1.59,56.13,22.2,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,1,1.44,65.99,31.83,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.61,80.23,30.95,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,1,1.73,60.28,20.14,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
47,0,1.5,40.01,17.78,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
54,0,2,122.7,30.67,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,0,1.48,36.39,16.61,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
25,1,1.87,84.77,24.24,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,0,1.77,93.23,29.76,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,1,1.95,67.48,17.75,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,1,1.75,64.9,21.19,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,1,1.91,117.51,32.21,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,0,1.97,73.13,18.84,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,0,1.96,77.11,20.07,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,0,1.52,68.08,29.47,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,1,1.74,49.58,16.38,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,0,1.47,56.09,25.96,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
33,1,1.79,83.1,25.93,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,1,1.82,60.92,18.39,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
58,1,1.94,66.06,17.55,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,0,1.51,63.11,27.68,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,1,1.6,73.9,28.87,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,0,1.43,44.46,21.74,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
52,1,1.6,56.58,22.1,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,1,1.71,56.42,19.29,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
27,0,1.59,71.42,28.25,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
42,1,1.88,100.86,28.54,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,0,1.67,60.86,21.82,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,0,1.67,51.21,18.36,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.86,113.22,32.73,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.5,70.35,31.27,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,1,1.81,64.18,19.59,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,0,1.47,71.94,33.29,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,1,1.84,96.3,28.44,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
21,0,1.4,34.8,17.75,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,1,1.72,101.27,34.23,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,0,1.85,73.11,21.36,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,0,1.51,76.34,33.48,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,0,1.91,125.9,34.51,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.75,76,24.82,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,1,1.58,38.3,15.34,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,1,1.69,70.73,24.76,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
58,1,1.83,59.61,17.8,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,1,1.94,88.32,23.47,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.81,59.2,18.07,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,0,1.85,99.3,29.01,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,1,1.47,66.49,30.77,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,1,1.4,67.26,34.32,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,1,1.71,78.49,26.84,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,1,1.82,79,23.85,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,0,1.43,40.27,19.69,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
47,1,1.83,52.97,15.82,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,0,1.43,48.31,23.63,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.41,42.88,21.57,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,1,1.98,67.5,17.22,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,1,1.48,56.41,25.75,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,1,1.82,69.96,21.12,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
27,1,1.55,49.54,20.62,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,1,1.61,62.78,24.22,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,0,1.42,59.37,29.44,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,1,1.78,57.36,18.11,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,1,1.92,117,31.74,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,1,1.95,80.1,21.06,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,1,1.95,109.54,28.81,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,1,1.91,81.03,22.21,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,0,1.87,84.22,24.08,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,0,1.67,91.42,32.78,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.41,39.54,19.89,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.72,83.32,28.17,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,1,1.64,68.45,25.45,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
55,1,1.46,40.46,18.98,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
25,0,1.99,66.3,16.74,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,0,1.49,36.57,16.47,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,0,1.57,40.37,16.38,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,0,1.49,63.28,28.51,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,0,1.51,35.86,15.73,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,1,1.68,90.06,31.91,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,1,1.94,128.29,34.09,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
49,1,1.73,57.59,19.24,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,1,1.45,57.72,27.45,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,1,1.91,69.07,18.93,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,0,1.6,74.86,29.24,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,1,1.66,52.23,18.95,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
52,1,1.41,34.99,17.6,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.88,58.54,16.56,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,0,1.86,117.03,33.83,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,1,1.6,46.96,18.34,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,1,1.75,104.61,34.16,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,0,1.85,60.95,17.81,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,1,1.49,52.21,23.52,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,0,1.98,63.84,16.28,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,1,1.98,105.94,27.02,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.51,53.49,23.46,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
59,1,1.82,50.25,15.17,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,1,1.89,123.85,34.67,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
24,1,1.57,48.92,19.85,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,0,1.55,69.89,29.09,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
51,0,1.84,58.04,17.14,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
43,1,1.97,83.85,21.6,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,1,1.76,90.45,29.2,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.48,51.11,23.33,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.41,40.19,20.22,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,0,1.89,78.57,22,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,1,1.66,91.19,33.09,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,1,1.41,40.68,20.46,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,0,1.49,58.61,26.4,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
25,0,1.67,61.43,22.03,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
25,1,1.91,78.69,21.57,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
47,1,1.61,89.96,34.7,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.97,89.59,23.09,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.68,48.74,17.27,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,0,1.58,39.69,15.9,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,1,1.95,60.89,16.01,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
52,0,1.51,36.03,15.8,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,0,1.67,85.63,30.7,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,1,1.66,87.63,31.8,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,0,1.9,120.57,33.4,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
45,0,1.77,60.23,19.22,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,0,1.79,76.39,23.84,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,0,1.51,58.77,25.78,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,1,1.59,42.02,16.62,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,1,1.81,69.34,21.17,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,0,1.61,44.36,17.11,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,0,1.85,56.35,16.47,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,0,1.7,51.35,17.77,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,1,1.43,70.57,34.51,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,0,1.51,44.77,19.63,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,0,1.55,54.72,22.78,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,1,1.96,110.17,28.68,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,0,1.84,110.84,32.74,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,1,1.6,39.38,15.38,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,0,1.85,103.86,30.35,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
25,0,1.4,45.76,23.35,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,1,1.79,62.73,19.58,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
53,1,1.43,34.98,17.11,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,0,1.76,49.07,15.84,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,1,1.61,63.02,24.31,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.42,38.29,18.99,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,0,1.82,49.75,15.02,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.91,62.34,17.09,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,1,1.87,103.42,29.58,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.68,43.25,15.32,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
58,0,1.6,76.99,30.08,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
47,1,1.84,82.83,24.46,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,1,1.96,90.26,23.49,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,1,1.47,41.63,19.27,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,1,1.57,65.09,26.41,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
53,0,1.79,70.24,21.92,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
29,0,1.75,69.87,22.81,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
52,1,1.48,54.2,24.74,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.56,46.4,19.07,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,1,1.54,72.77,30.68,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,0,1.86,114.32,33.04,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,1,1.54,67.41,28.42,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
